,gdp,gdp_trend,gdp_cycle,consumption,consumption_trend,consumption_cycle,investment,investment_trend,investment_cycle,hours,hours_trend,hours_cycle,capital,capital_trend,capital_cycle,tfp,tfp_trend,tfp_cycle,real_m2,real_m2_trend,real_m2_cycle,t_bill_3mo,t_bill_3mo_trend,t_bill_3mo_cycle,pce_inflation,pce_inflation_trend,pce_inflation_cycle,unemployment,unemployment_trend,unemployment_cycle
1959-01-01,27.2141861508896,26.939952509505325,0.010127978851189212,16.501876609657746,16.445165280843995,0.0034425782448703757,4.434963661601091,4.3326924406849905,0.02333026262499427,109.07875882910822,108.946923690782,0.0012093543556002118,28.676269464533775,28.530846229088567,0.005084107000509874,14.134992288258628,14.028500138246457,0.007562461070528048,1.53491856519593e-05,1.5033740243675017e-05,0.020765395955301358,0.027733333333333336,0.02963178856582018,-0.001898455232486846,0.06747778452367825,0.057220209285328165,0.010257575238350088,0.05833333333333333,0.057792365313356464,0.0005409680199768632
1959-04-01,27.726130203044374,27.101860274535802,0.022772926821689854,16.73717114359148,16.531610043196057,0.012357754571237667,4.741557483987099,4.352023305302184,0.0857248002370854,110.74332130061552,108.7836328748269,0.017854212853626095,28.6985988408994,28.565785247122182,0.004638619066136052,14.255940923234489,14.12052700872334,0.009544171794210854,1.549733156922349e-05,1.5175073460904926e-05,0.021013674430072626,0.03,0.029432223163198712,0.000567776836801287,0.0774744808226242,0.05632279495900813,0.02115168586361607,0.051000000000000004,0.0579288252398361,-0.006928825239836095
1959-07-01,27.646825052366456,27.264913683120355,0.0139102325356677,16.888483345688527,16.61854496300175,0.016112692553090113,4.402458612829168,4.371504159306138,0.007056009412160336,110.02757298082014,108.6206689014138,0.012869287076743952,28.800082718379155,28.60085793264768,0.006941544282808021,14.257577322835298,14.21322475406787,0.0031156554371944978,1.5591799574895545e-05,1.5317934161913015e-05,0.01772079837576257,0.03540000000000001,0.029231471226056932,0.006168528773943076,0.07664496983816349,0.05543179161721206,0.02121317822095143,0.05266666666666667,0.05806562327132822,-0.005398956604661553
1959-10-01,27.63876650031877,27.42968573092299,0.0075935228096701834,16.880353111040318,16.706137968713538,0.010374212917454884,4.524057193858457,4.391435550957713,0.029753022087936287,109.69774060650224,108.45932329054793,0.01135356881718863,28.82466154872895,28.636238686220462,0.006558321818885382,14.277000095634996,14.306751619463236,-0.0020817095578520295,1.553613094865945e-05,1.5462744209019655e-05,0.004734809012756358,0.0423,0.029028701080397536,0.013271298919602461,0.06964015333490159,0.05456683004812867,0.015073323286772917,0.05600000000000001,0.058198766997070404,-0.0021987669970703963
1960-01-01,28.06733403959037,27.597003086310202,0.016899227432036312,16.880496024120372,16.79472961977018,0.005093749969214745,4.990019531636568,4.412143015411973,0.12307930794758493,109.63936040243053,108.30175102108575,0.012275115679733162,28.774413389732334,28.672227168726515,0.00355760851425746,14.51225665021463,14.401297970133099,0.007675239260347855,1.5446185228772615e-05,1.5610113894723843e-05,-0.010556968670243805,0.03873333333333333,0.028826936382706926,0.009906396950626402,0.05466167284431345,0.05376079927633477,0.0009008735679786745,0.051333333333333335,0.0583208896584223,-0.006987556325088962
1960-04-01,27.83866158251342,27.76784429443776,0.0025470878000817265,17.09216028499227,16.884777142750053,0.012207440300202155,4.4811045856261345,4.434040871179436,0.010558246499144053,109.50941104917584,108.15086221101026,0.012483366488170056,28.956763496777324,28.709242246943063,0.008584703128779125,14.373306342201367,14.497040230865046,-0.008571746512306078,1.5491648189722018e-05,1.576072293193082e-05,-0.01721990245657956,0.029933333333333336,0.02863749535129624,0.001295837982037095,0.052940523921966465,0.053056009153461384,-0.00011548523149491896,0.052333333333333336,0.05842325026737037,-0.006089916934037036
1960-07-01,27.884537182542648,27.94350734308403,-0.0021125648578270706,16.97417870156589,16.97680161852689,-0.00015451200180294222,4.414525311794791,4.457895111910414,-0.009776395499044854,108.54249453607112,108.01038024908947,0.004914415091044511,28.994544467483973,28.747768943830312,0.008547528200005594,14.473619305647905,14.594229395355107,-0.008298569537141365,1.5662790525503053e-05,1.5915171737080004e-05,-0.015984982405484516,0.0236,0.028477887702570773,-0.004877887702570773,0.03554758749707676,0.052495332577119504,-0.016947745080042743,0.05533333333333334,0.05849274061319791,-0.003159407279864572
1960-10-01,27.430692962384345,28.125368367388752,-0.02500939037774108,16.961422936572152,17.071465842524933,-0.00646687915158406,3.8573293252306136,4.4845194238227295,-0.15065627853178687,107.15492516805301,107.8848531445467,-0.006788797734220253,29.00501702832862,28.78844952024038,0.007494567628866022,14.35580568422943,14.693044348118827,-0.023219770520858773,1.578890071295726e-05,1.6073910753167998e-05,-0.017890300875304632,0.023066666666666666,0.028366433051674567,-0.0052997663850079015,0.03463613780115349,0.052121570266650444,-0.017485432465496956,0.06266666666666666,0.05851244628710442,0.004154220379562243
1961-01-01,27.515598915079785,28.31480322140339,-0.028631672785695006,16.888466342529032,17.169446084507072,-0.016500489726573253,3.956965846570431,4.514722850864584,-0.1318662696778521,106.16422400398542,107.77914372742224,-0.015096989572815467,28.872571337323105,28.83208426333558,0.001403251789989124,14.510671487254776,14.793591956042638,-0.0193097676902374,1.5968617434359476e-05,1.6237245659146617e-05,-0.016682332277154543,0.0235,0.02831840233393757,-0.0048184023339375714,0.024990501403341137,0.051966930600720496,-0.02697642919737936,0.068,0.05846347825073947,0.009536521749260535
1961-04-01,27.89188839470731,28.512781452333297,-0.0220165507390635,17.042797568199457,17.271365043863977,-0.013322245907275487,4.22275594074655,4.548913957306894,-0.07440053234952604,105.57730413845225,107.69764791736057,-0.019884319474846812,28.782038092164086,28.879614294809546,-0.003384443273695581,14.778446517397676,14.895765692515,-0.007907187935105586,1.6173139856444353e-05,1.640531056423372e-05,-0.014253264679080502,0.023033333333333333,0.0283457541306991,-0.005312420797365769,0.021814646245725378,0.052052693562705005,-0.030238047316979627,0.07,0.05832954385348989,0.01167045614651012
1961-07-01,28.34041700419269,28.719788940750686,-0.013297446806245006,17.090799546702435,17.377682135841926,-0.0166464665583006,4.5389978803837945,4.587143403654027,-0.010551221690332957,105.87144902501309,107.64374695931826,-0.016601522259624524,28.765520805854376,28.932013578236703,-0.00577124261122286,14.991979155529705,14.999274864190232,-0.00048652242414659597,1.635364569535274e-05,1.6578071578224277e-05,-0.013629982027110188,0.023033333333333333,0.02845743552183977,-0.005424102188506436,0.030729301530142195,0.052383278867730976,-0.02165397733758878,0.06766666666666667,0.058100310770835786,0.00956635589583088
1961-10-01,28.850034533819407,28.9359309989565,-0.002972920071844243,17.37092950676447,17.48872397582809,-0.0067582379994299835,4.617649237808333,4.62925614566574,-0.0025104428934730194,107.05501038230886,107.61949730290432,-0.0052590149402833575,28.871194845939105,28.990203847114586,-0.004113594613428528,15.132246201325383,15.103745797672577,0.0018851977533631548,1.6563002793500315e-05,1.675534319237668e-05,-0.011545743333211789,0.024599999999999997,0.028659073324241856,-0.004059073324241859,0.04661042320312325,0.05294420745135234,-0.006333784248229085,0.062,0.0577727407133489,0.004227259286651103
1962-01-01,29.31812570306354,29.16107705733655,0.005371106850602381,17.512606623444963,17.604644114000173,-0.005241737286153292,4.840543658475915,4.67506736648153,0.03478346797241905,107.27771313638334,107.62586016937121,-0.003240033026884248,28.992799609553348,29.05501237147027,-0.002143501490029731,15.334433777562435,15.208789533513782,0.00822735383882911,1.6792567898411288e-05,1.6936786483421654e-05,-0.008551569784637891,0.02723333333333333,0.028952904290919814,-0.0017195709575864825,0.060689943800071866,0.053707466513287005,0.006982477286784861,0.056333333333333326,0.05734977436403582,-0.001016441030702496
