,gdp,gdp_trend,gdp_cycle,consumption,consumption_trend,consumption_cycle,investment,investment_trend,investment_cycle,hours,hours_trend,hours_cycle,capital,capital_trend,capital_cycle,tfp,tfp_trend,tfp_cycle
1948-01-01,20.313927040596,19.8725708407288,0.021966280707929275,13.023625839199005,12.921333252251795,0.007885394355600539,3.608228974607748,3.4311412878506156,0.050324120399577454,111.52944492681304,108.53441685951336,0.02722130733850836,22.002581611607443,21.93837758457511,0.0029222881747439367,11.410093093081894,11.373074692012523,0.003249630077347909
1948-04-01,20.60415904397287,20.087337576802312,0.025403305509539287,13.163917364301339,13.013821880746322,0.011467539423362538,3.805049582808698,3.45621915289451,0.09615376096309736,111.2388303578245,108.69167850639946,0.023164278210054512,22.159769601879063,22.082082102813104,0.0035119497001590005,11.563909003103246,11.458956059624558,0.009117342278439189
1948-07-01,20.654626273344515,20.30470409859588,0.01708673872537103,13.099600221613702,13.107037122748764,-0.0005675586102080743,3.8850784157758715,3.4815898127640192,0.10965413564301829,111.66173897061387,108.85101991973183,0.02549395596903814,22.337248199994246,22.226768534600918,0.004958255553576318,11.53143566316658,11.545509391339083,-0.0012197220978840129
1948-10-01,20.644279800970388,20.52531220254945,0.005779407750869492,13.101429618523857,13.20114477951364,-0.007582196114839235,3.779892923189738,3.507578118005314,0.07476987758031584,110.44517094932533,109.01588253842735,0.01302562433472687,22.564675947333306,22.37253381259013,0.008551634902203453,11.566939147065323,11.632830029594121,-0.00568032028222154
1949-01-01,20.327437311240672,20.75005223563694,-0.02057719889700582,13.069369849487696,13.296310583416723,-0.01721528403350625,3.1884263240432915,3.534760904583,-0.10311818072111922,108.40094645929652,109.1914689816765,-0.007266117238882153,22.758792828653018,22.51954706792259,0.010567878056229496,11.494052580302176,11.721007149018115,-0.019552980011279253
1949-04-01,20.20891512942158,20.97992817564481,-0.037442329409818065,13.28979833936401,13.392641431978573,-0.0077087105059541194,2.699055073338103,3.5638998682876237,-0.27795367497839774,106.33491534691109,109.38390806592008,-0.028270094658728873,22.779791790410464,22.668102884731727,0.004915040897797152,11.567127809162308,11.810090555929778,-0.020787032195856092
1949-07-01,20.35988180062833,21.21571432781065,-0.04117576277639845,13.265866866903835,13.49010199180675,-0.016761895349438838,2.9506977757734822,3.5955516534966687,-0.1976557530659908,104.91885352329975,109.59887993009319,-0.04363992705795017,22.67039991444908,22.81865416811183,-0.006518261659559599,11.775355175863712,11.899985975779414,-0.01052841860798237
1949-10-01,20.13148351412398,21.457716142550655,-0.06379937399921998,13.40841738606027,13.588590216496689,-0.013347813069410908,2.7871809697746244,3.6296649776604677,-0.264109671430778,104.18967226061343,109.84017974760886,-0.052813388082191715,22.625291728688854,22.971736248241175,-0.015196217902394338,11.704316373836908,11.990440293481305,-0.024151995480165667
1950-01-01,20.861761376239766,21.705692551255037,-0.03965667170812015,13.588507523971177,13.687857462236744,-0.007284722701665469,3.4728249411662397,3.665736565822482,-0.05406092124727202,104.6962755950237,110.1086489847922,-0.050404051278013284,22.54001380433473,23.12780444597959,-0.02574342833647636,12.10670569726482,12.08111304093977,0.002116161540044015
1950-04-01,21.439225658903645,21.958513407572,-0.023932699989366757,13.79204701527691,13.787532591179573,0.00032737439816532543,3.8606893273012908,3.7026333405453395,0.04180146957222375,107.00187819746351,110.40151123663411,-0.03127743493176016,22.632801547411997,23.287105159671192,-0.02849953082663248,12.249279649618156,12.171469684925402,0.00637246850519313
1950-07-01,22.21951765277344,22.21444243360836,0.00022843875167932737,14.457507754165425,13.8871703085068,0.040248432869739226,4.228337010109548,3.7390500427656694,0.12297719403695861,110.13984949501088,110.71248836242376,-0.005185728675013657,22.832070519997195,23.44951415406412,-0.026683626923762915,12.420644648966569,12.260976142550213,0.012938431813265705
1950-10-01,22.70099076526363,22.471323689161846,0.010168575944609515,14.044821197458546,13.986315386047766,0.004174350632752066,4.856079979263337,3.7737287292887056,0.2521679582846972,111.43795564711493,111.0330703820354,0.0036398961188606194,23.225211479746193,23.614482865306748,-0.01662181418730624,12.518481779723961,12.349132482642135,0.013620278432341593
1951-01-01,23.074297672979995,22.72690381052178,0.015169930623362138,14.366977956164062,14.084854274662579,0.01983232055130113,4.435072298560696,3.805660166575862,0.1530544414247561,113.62816301271461,111.35429105683012,0.020214459787294636,23.76980777303104,23.781050277451296,-0.000472862324284673,12.462865012297506,12.43552617178893,0.0021960335744894977
1951-04-01,23.514620938305786,22.97897516829438,0.023042720525399574,14.005444634654497,14.1827078330144,-0.012577307811113325,4.60485832975634,3.8344122181708378,0.18309574947413254,114.74925460354193,111.66733465767933,0.027225127941723493,24.16911725425449,23.94797898187205,0.009191736270043993,12.546528105383915,12.519841459932671,0.0021292796680776327
1951-07-01,23.9911744758838,23.22545886181689,0.03243699080592233,14.175197233760947,14.279972393118431,-0.007364259939240281,4.231816910766691,3.859918643344968,0.09198532416779215,113.57735422633672,111.96470236145595,0.01430047568019166,24.546916435479122,24.113989462375706,0.01779409520589459,12.81672948135222,12.601773524895249,0.016913748291000008
1951-10-01,23.997004298976492,23.464536047211677,0.022438824749963615,14.255586082297157,14.376634569591515,-0.008455453732280738,3.8459562168431916,3.8825659682675155,-0.00947400405357679,113.40942266137108,112.24073132779205,0.010358528570545644,24.77959979234417,24.27790665184423,0.020453980141272865,12.789876854558266,12.681029025612574,0.008546888128890817
1952-01-01,24.22737633061283,23.694809525358703,0.02222723032221996,14.339614556595754,14.472614595562055,-0.009232259187336389,3.914139961233908,3.9029827401936594,0.0028545614652939477,114.00964506989621,112.4907200784348,0.013412320641456255,24.929041384417523,24.438796792242567,0.01986154250158112,12.841379243620725,12.75744506932773,0.006557682028919043
1952-04-01,24.24656316177207,23.91518282874508,0.013761360008518686,14.579502821546063,14.567754198890366,0.0008061563586401199,3.5597175686966924,3.921793248502917,-0.09686780347059165,113.38042992259827,112.71067268725749,0.005924684224662968,25.084278310647363,24.59601835050535,0.01965671359766663,12.869869252646696,12.83092659484879,0.003030465502483981
