,gdp,gdp_trend,consumption,consumption_trend,investment,investment_trend,hours,hours_trend,capital,capital_trend,tfp,tfp_trend,real_m2,real_m2_trend,t_bill_3mo,t_bill_3mo_trend,pce_inflation,pce_inflation_trend,unemployment,unemployment_trend
1961-10-01,28.850034533819407,28.9359309989565,17.37092950676447,17.48872397582809,4.617649237808333,4.62925614566574,107.05501038230886,107.61949730290432,28.871194845939105,28.990203847114586,15.132246201325383,15.103745797672577,1.6563002793500315e-05,1.675534319237668e-05,0.024599999999999997,0.028659073324241856,0.04661042320312325,0.05294420745135234,0.062,0.0577727407133489
1962-01-01,29.31812570306354,29.16107705733655,17.512606623444963,17.604644114000173,4.840543658475915,4.67506736648153,107.27771313638334,107.62586016937121,28.992799609553348,29.05501237147027,15.334433777562435,15.208789533513782,1.6792567898411288e-05,1.6936786483421654e-05,0.02723333333333333,0.028952904290919814,0.060689943800071866,0.053707466513287005,0.056333333333333326,0.05734977436403582
1962-04-01,29.475814619816767,29.395040641176532,17.697193355769503,17.725527094603937,4.7479173181426,4.7243828904435965,108.15462613899425,107.66346871048162,29.10451106819806,29.127202802848462,15.314917744973101,15.314024167855697,1.7057728995443343e-05,1.7121922832253025e-05,0.02716666666666667,0.029338628254060455,0.06187270772267328,0.05464108463809776,0.05533333333333334,0.056836994442957325
1962-07-01,29.70184068338555,29.637730956704914,17.76827746832227,17.85140302746085,4.787197745717554,4.7771082600062895,107.43792376041057,107.73276564946612,29.163140672648296,29.207512080607007,15.48828003960324,15.419136492646171,1.72074463931066e-05,1.7310158538351174e-05,0.028399999999999998,0.02981487031400211,0.06426802051809366,0.055717454458651665,0.05566666666666667,0.05623934839453002
1962-10-01,29.63243263266465,29.889107161085402,17.9367493915413,17.98228648180303,4.596153495555786,4.83316293272579,106.16105830674978,107.83452926971401,29.198740153382285,29.296676808398836,15.565989591093123,15.523805428881637,1.741803179018751e-05,1.7500831061807782e-05,0.02813333333333334,0.03037889809509097,0.06014136438658668,0.05691348837224361,0.05533333333333334,0.055560843874976985
1963-01-01,29.80899995195438,30.149169020791106,17.94676602616386,18.11814101292397,4.78005989687549,4.89247139135529,106.28053290507091,107.96938455695665,29.20634646731334,29.39542148548674,15.645870446566116,15.627745237413258,1.7642301270856252e-05,1.7693181427937274e-05,0.029066666666666668,0.03102709492772701,0.05484721916904811,0.058211442879955666,0.057666666666666665,0.05480513061444143
1963-04-01,30.01373788403224,30.41775325148951,18.035017902142894,18.258901330591673,4.844599867744568,4.954800362399064,106.49352147599289,108.13693222360551,29.276314210911675,29.504426518097937,15.71967447289489,15.730689776840483,1.791683794340818e-05,1.788636329146264e-05,0.0294,0.03175444066433408,0.049811628539247144,0.05959559190537882,0.05733333333333334,0.05397571614897799
1963-07-01,30.54710479764223,30.694473507858703,18.267950211938555,18.404391740664312,4.958683341129639,5.019832492195435,106.34162030758085,108.33573226670299,29.365874659112876,29.62427183244018,15.996765302346919,15.832378143856145,1.8181333309874825e-05,1.807946054568086e-05,0.03293333333333333,0.032554689889672875,0.05780700622781909,0.061048106732284765,0.055,0.053077896474674
1963-10-01,30.619061204238786,30.978670324192922,18.263098647963773,18.554288499423176,5.018865016899387,5.087162085439016,106.72264533622126,108.56332193221391,29.477089754977346,29.75541219694031,15.976062713138429,15.932536707978205,1.8307626917012568e-05,1.827153774468139e-05,0.03496666666666667,0.03342012566308888,0.052428646207145935,0.06254504366734137,0.05566666666666666,0.052119066098356995
1964-01-01,31.132363687895012,31.26956489832181,18.57195048053479,18.708170528144258,5.13467271313351,5.15632128527207,108.31990629489687,108.81597726495929,29.59947857921968,29.898157083279354,16.064476218928053,16.03098963291402,1.8476777877398068e-05,1.8461686619815185e-05,0.0353,0.034343267696079885,0.06759056649647466,0.06406043332940123,0.05466666666666666,0.05110782084155789
1964-04-01,31.345984068768498,31.56611741910233,18.82290608370092,18.86541609434969,5.104505944403582,5.226771334300909,108.35501026499816,109.08879142945086,29.752370296570604,30.052656005276265,16.142165122887963,16.12758564943981,1.867498419732999e-05,1.8648987677992413e-05,0.03476666666666667,0.03531760228827094,0.07696088665029999,0.06556198358890435,0.05199999999999999,0.05005497377616283
1964-07-01,31.698189051634373,31.867159242063295,19.074034662117292,19.025295121107206,5.1590156092351815,5.297928781611039,108.5834007207245,109.37650772163022,29.882505662926036,30.218882447113945,16.276331901668296,16.22219254069385,1.8938666861093063e-05,1.883249892336085e-05,0.03496666666666667,0.03633721369697705,0.08050981592863415,0.0670196086495202,0.05,0.04897356225269865
