,gdp,gdp_trend,consumption,consumption_trend,investment,investment_trend,hours,hours_trend,capital,capital_trend,tfp,tfp_trend
1952-10-01,25.056755348471917,24.32331950600221,14.980282895987,14.75452866522064,3.9963870613324657,3.9569556729196482,116.48910368505273,113.04866779011604,25.166494906971927,24.898367337842885,13.053161275253725,12.968948735700268
1953-01-01,25.291222053180075,24.510082980689322,15.07252013798726,14.845588958751197,4.01962118012589,3.974058846729788,116.62939899926575,113.16205354756008,25.13861421755163,25.04362554242963,13.170109889233073,13.033453391695875
1953-04-01,25.431817094460264,24.68521091509152,15.123449224696074,14.934792676951037,4.032422083585151,3.9913152079868595,116.58206405521443,113.23781337415838,25.29270810400067,25.18535205303965,13.21851503497368,13.09498031343744
1953-07-01,25.23177645565402,24.849260413964984,15.072201868969973,15.022083876013372,3.9627533394681733,4.0091212275373955,115.16933881813898,113.27824645982282,25.444359755092194,25.323971578020398,13.191254552867717,13.15365267507998
1953-10-01,24.76586381522886,25.00329158312758,14.957691130646499,15.107525465477059,3.6218720338741566,4.027906346559054,112.96546796120882,113.2877507496622,25.543025421163172,25.4599885595106,13.093559600456976,13.209676102807505
1954-01-01,24.562253291082406,25.148649714608943,14.988937472683421,15.19121497575929,3.551454064849002,4.048079016315894,111.05661937303535,113.27192570695605,25.55131564950927,25.593996250586056,13.129069439055398,13.26328576109969
1954-04-01,24.52146664673963,25.28657512113052,15.107412166806924,15.273158373606192,3.521411174463615,4.069786489125055,109.91183740459012,113.23618581316617,25.559314354896056,25.726654283924198,13.194398396864962,13.314649144141645
1954-07-01,24.7377896643171,25.417971325276426,15.20364676289372,15.353234446491584,3.7310156479719576,4.09284556103808,109.21463118775607,113.18455417563642,25.567759227726672,25.85861000205839,13.364422554909677,13.363853065123655
1954-10-01,25.14196754566943,25.543278317717103,15.41555197123777,15.431215549908854,3.9083408499661103,4.116697457917328,110.22865386271219,113.11894789017224,25.61036075729675,25.990418607405584,13.493562205832198,13.410911062923596
1955-01-01,25.77902740866737,25.662516428108052,15.689226680233661,15.506776019979435,4.287549031358296,4.140531172343312,111.65696322985639,113.03876279689956,25.69553817196077,26.122462235141892,13.704235851038916,13.455838622615461
1955-04-01,26.10162830043213,25.77545740338883,15.88059792304885,15.579575697121987,4.50090422056169,4.163381737589351,112.69867320980609,112.94157493876051,25.858583784849195,26.254889176005072,13.761728841597355,13.498704615001675
1955-07-01,26.37058438479767,25.88194840169077,15.976717060491925,15.649384566923505,4.58165006127193,4.184354760827565,113.50977418869222,112.82410849343474,26.08203653052895,26.387578993032363,13.797261189909877,13.539734835075233
1955-10-01,26.454525131160345,25.982044505767217,16.016992020410218,15.716158882365463,4.774248559562267,4.202744966928604,114.56552486399569,112.68295965792055,26.329502156475957,26.520156720800724,13.712740320384555,13.579322662443513
